shared name	Human Readable Label	Xref ID	Xref
Q9UDY8	MALT1	GO:0048471|GO:0043066|GO:0001650|4I1R|GO:0038095|IPR033540|GO:0005737|GO:0006952|GO:0008233|GO:0042981|GO:0043234|GO:0043621|GO:0032449|GO:0005829|GO:0005634|GO:0004197|GO:0001923|GO:0002237|GO:0009620|GO:0042098|GO:0045087|GO:0050856|IPR029030|ENST00000345724|ENST00000348428|4I1P|R-HSA-1169091|R-HSA-202424|R-HSA-2871837|R-HSA-5607764|R-HSA-5660668|GO:0004871|GO:0004842|GO:0007250|GO:0051168|GO:0043123|GO:0032743|GO:0051092|GO:0031398|GO:0050870|GO:0002726|GO:0051259|GO:0006508|GO:0050852|NP_006776.1|NP_776216.1|IPR011029|IPR007110|IPR013783|IPR003599|IPR003598|IPR001309|2G7R|3BFO|3K0W|ENSG00000172175|ENSP00000304161|ENSP00000319279|3UO8|3UOA|3V4O|3V55|GO:0005886|GO:0002223|GO:0005730	perinuclear region of cytoplasm|negative regulation of apoptotic process|fibrillar center|Fc-epsilon receptor signaling pathway|cytoplasm|defense response|peptidase activity|regulation of apoptotic process|protein complex|protein self-association|CBM complex|cytosol|nucleus|cysteine-type endopeptidase activity|B-1 B cell differentiation|response to molecule of bacterial origin|response to fungus|T cell proliferation|innate immune response|regulation of T cell receptor signaling pathway|signal transducer activity|ubiquitin-protein transferase activity|activation of NF-kappaB-inducing kinase activity|nuclear export|positive regulation of I-kappaB kinase/NF-kappaB signaling|positive regulation of interleukin-2 production|positive regulation of NF-kappaB transcription factor activity|positive regulation of protein ubiquitination|positive regulation of T cell activation|positive regulation of T cell cytokine production|protein oligomerization|proteolysis|T cell receptor signaling pathway|DEATH-like|Immunoglobulin-like|Immunoglobulin-like fold|Immunoglobulin subtype|Immunoglobulin subtype 2|Peptidase C14, ICE, catalytic subunit p20|plasma membrane|stimulatory C-type lectin receptor signaling pathway|nucleolus
P05455	SSB	R-HSA-73980|R-HSA-749476|GO:0005634|GO:1903608|GO:0003723|GO:0000784|ENST00000260956|ENST00000409333|ENSG00000138385|ENSP00000260956|ENSP00000386636|NP_001281074.1|GO:0075522|GO:0030529|GO:0003729|GO:0000166|GO:0000049|GO:0008334|GO:0006400|NP_003133.1|IPR002344|IPR006630|IPR012677|IPR014886|IPR000504|IPR011991|1OWX|1S79|1S7A|1YTY|1ZH5|2VOD|2VON|2VOO|2VOP	nucleus|protein localization to cytoplasmic stress granule|RNA binding|nuclear chromosome, telomeric region|IRES-dependent viral translational initiation|intracellular ribonucleoprotein complex|mRNA binding|nucleotide binding|tRNA binding|histone mRNA metabolic process|tRNA modification|Lupus La protein|RNA-binding protein Lupus La|Nucleotide-binding, alpha-beta plait|RNA binding motif|RNA recognition motif, RNP-1|Winged helix repressor DNA-binding
O94888	UBXN7	IPR029071|ENST00000296328|GO:0034098|NP_056377.1|IPR006577|IPR009060|IPR001012|IPR017346|1WJ4|2DAL|2DLX|GO:0031625|GO:0043130|GO:0005654|GO:0008134|GO:0016604|ENSG00000163960|ENSP00000296328|IPR012336	VCP-NPL4-UFD1 AAA ATPase complex|UAS|UBA-like|UBX|Uncharacterised conserved protein UCP037991, UAS, UBX|ubiquitin protein ligase binding|ubiquitin binding|nucleoplasm|transcription factor binding|nuclear body|Thioredoxin-like fold
P21980	TGM2	XP_011527330.1|GO:0001974|GO:0005525|GO:0018153|GO:0043123|GO:0048661|GO:0050729|GO:0051260|GO:0051482|GO:0031012|GO:0005783|ENST00000361475|NP_001310245.1|GO:0070062|GO:0005925|GO:0031226|4PYG|GO:0005829|GO:0032471|GO:0051561|ENSG00000198959|ENSP00000355330|GO:0005739|GO:0060445|GO:0060662|3S3J|3S3P|3S3S|GO:0046872|GO:0003810|GO:0043277|GO:0045785|NP_004604.2|NP_945189.1|IPR023608|IPR013783|IPR014756|IPR002931|IPR008958|IPR013808|IPR001102|1FAU|1KV3|2Q3Z|3LY6|GO:0043065	blood vessel remodeling|GTP binding|isopeptide cross-linking via N6|positive regulation of I-kappaB kinase/NF-kappaB signaling|positive regulation of smooth muscle cell proliferation|positive regulation of inflammatory response|protein homooligomerization|positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G-protein coupled signaling pathway|extracellular matrix|endoplasmic reticulum|extracellular exosome|focal adhesion|intrinsic component of plasma membrane|cytosol|negative regulation of endoplasmic reticulum calcium ion concentration|positive regulation of mitochondrial calcium ion concentration|mitochondrion|branching involved in salivary gland morphogenesis|salivary gland cavitation|metal ion binding|protein-glutamine gamma-glutamyltransferase activity|apoptotic cell clearance|positive regulation of cell adhesion|Immunoglobulin-like fold|Immunoglobulin E-set|Transglutaminase-like|Transglutaminase, C-terminal|Transglutaminase, conserved site|Transglutaminase, N-terminal|positive regulation of apoptotic process
P29401	TKT	GO:0046872|GO:0042803|GO:0005654|GO:0016604|GO:0016607|4KXU|4KXV|4KXW|4KXX|4KXY|GO:0040008|GO:0006098|GO:0043209|XP_011532356.1|IPR029061|ENST00000423516|ENST00000423525|ENST00000462138|GO:0031982|R-HSA-163754|R-HSA-71336|GO:0070062|ENSG00000163931|ENSP00000391481|ENSP00000405455|ENSP00000417773|IPR033248|GO:0009052|GO:0046166|GO:0048037|NP_001244957.1|GO:0005777|GO:0005829|GO:0004802|GO:0005999|NP_001055.1|NP_001128527.1|IPR009014|IPR005475|IPR020826|IPR005474|3MOS|3OOY	metal ion binding|protein homodimerization activity|nucleoplasm|nuclear body|nuclear speck|regulation of growth|pentose-phosphate shunt|myelin sheath|vesicle|extracellular exosome|pentose-phosphate shunt, non-oxidative branch|glyceraldehyde-3-phosphate biosynthetic process|cofactor binding|peroxisome|cytosol|transketolase activity|xylulose biosynthetic process|Transketolase, C-terminal/Pyruvate-ferredoxin oxidoreductase, domain II|Transketolase, central region|Transketolase, N-terminal
O75694	NUP155	GO:0031965|GO:0006406|GO:0006606|GO:0086014|GO:0019083|R-HSA-159227|R-HSA-159230|R-HSA-159231|R-HSA-168271|R-HSA-168333|R-HSA-191859|GO:0031047|5A9Q|R-HSA-168276|R-HSA-6784531|GO:0007077|GO:0006998|GO:0016020|R-HSA-1169408|R-HSA-165054|R-HSA-168325|R-HSA-170822|R-HSA-180746|R-HSA-180910|R-HSA-3108214|R-HSA-3301854|R-HSA-3371453|R-HSA-5578749|GO:1900034|GO:0016925|ENSG00000113569|ENSP00000231498|ENSP00000371265|GO:0000972|GO:0006405|GO:0006409|GO:0036228|GO:0044611|GO:0075733|5IJN|5IJO|R-HSA-159236|GO:0005635|ENST00000231498|ENST00000381843|IPR004870|GO:0017056|GO:0005215|GO:0010827|NP_004289.1|NP_705618.1|IPR007187|IPR014908|R-HSA-4570464|R-HSA-4615885|GO:0016032	nuclear membrane|mRNA export from nucleus|protein import into nucleus|atrial cardiac muscle cell action potential|viral transcription|gene silencing by RNA|mitotic nuclear envelope disassembly|nuclear envelope organization|membrane|regulation of cellular response to heat|protein sumoylation|transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery|RNA export from nucleus|tRNA export from nucleus|protein targeting to nuclear inner membrane|nuclear pore inner ring|intracellular transport of virus|nuclear envelope|Nucleoporin, non-repetitive/WGA-negative|structural constituent of nuclear pore|transporter activity|regulation of glucose transport|Nucleoporin, Nup133-like, C-terminal|Nup133, N-terminal|viral process
P51532	SMARCA4	3UVD|5EA1|IPR027417|GO:1904837|GO:1902895|GO:0001164|GO:0008134|GO:1901838|GO:1902661|GO:0006325|GO:0016569|R-HSA-1266695|R-HSA-3247509|XP_016882654.1|XP_016882655.1|XP_016882656.1|XP_016882657.1|5DKD|GO:0070577|GO:0007399|GO:0043044|GO:0071565|GO:0071564|GO:0043234|IPR029295|ENST00000344626|ENST00000429416|ENST00000444061|ENST00000541122|ENST00000589677|ENST00000590574|GO:0007070|GO:2000134|GO:0000790|GO:0016514|GO:0005524|GO:0008094|GO:0004386|GO:0003714|GO:0006338|GO:0060766|GO:0030308|GO:0003407|GO:0006337|GO:0043923|GO:0051091|NP_001122316.1|NP_003063.2|IPR006576|IPR001487|IPR018359|IPR014001|IPR014978|IPR014012|IPR001650|IPR000330|2GRC|2H60|GO:0005654|GO:0000122|GO:0002039|GO:0003713|GO:0005634|GO:0006357|GO:0030957|GO:0045892|GO:0045893|GO:0045944|GO:0047485|GO:0050681|GO:0030177|GO:0070182|IPR030100|GO:0005730|GO:0005615|ENSG00000127616|ENSP00000343896|ENSP00000392837|ENSP00000395654|ENSP00000445036|ENSP00000464778|ENSP00000466963|R-HSA-201722|R-HSA-3214858|NP_001122317.1|NP_001122318.1|NP_001122319.1|NP_001122320.1|GO:0001105|GO:0016020	beta-catenin-TCF complex assembly|positive regulation of pri-miRNA transcription from RNA polymerase II promoter|RNA polymerase I CORE element sequence-specific DNA binding|transcription factor binding|positive regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter|positive regulation of glucose mediated signaling pathway|chromatin organization|covalent chromatin modification|lysine-acetylated histone binding|nervous system development|ATP-dependent chromatin remodeling|nBAF complex|npBAF complex|protein complex|negative regulation of transcription from RNA polymerase II promoter during mitotic cell cycle|negative regulation of G1/S transition of mitotic cell cycle|nuclear chromatin|SWI/SNF complex|ATP binding|DNA-dependent ATPase activity|helicase activity|transcription corepressor activity|chromatin remodeling|negative regulation of androgen receptor signaling pathway|negative regulation of cell growth|neural retina development|nucleosome disassembly|positive regulation by host of viral transcription|positive regulation of sequence-specific DNA binding transcription factor activity|BRK|Bromodomain|DEAD-like helicase, N-terminal|QLQ|Helicase/SANT-associated, DNA binding|DNA/RNA helicase, C-terminal|SNF2-related|nucleoplasm|negative regulation of transcription from RNA polymerase II promoter|p53 binding|transcription coactivator activity|nucleus|regulation of transcription from RNA polymerase II promoter|Tat protein binding|negative regulation of transcription, DNA-templated|positive regulation of transcription, DNA-templated|positive regulation of transcription from RNA polymerase II promoter|protein N-terminus binding|androgen receptor binding|positive regulation of Wnt signaling pathway|DNA polymerase binding|nucleolus|extracellular space|RNA polymerase II transcription coactivator activity|membrane
P62330	ARF6	GO:2000171|GO:0061024|R-HSA-8854214|R-HSA-8856828|R-HSA-8875656|GO:0043209|GO:0036010|GO:0055038|4KAX|GO:0005768|GO:0005886|GO:0016020|GO:0031996|GO:0030496|GO:0032154|GO:0030139|IPR027417|ENSG00000165527|ENSP00000298316|GO:0070062|GO:0005925|GO:0001889|GO:0005769|4FME|GO:0090162|ENST00000298316|IPR005225|IPR024156|IPR006689|1E0S|2A5D|2A5F|2A5G|2BAO|2BAU|2J5X|2W83|3LVQ|3LVR|3N5C|3PCR|GO:0005938|GO:0031527|GO:0005794|GO:0001726|GO:0005525|GO:0003924|GO:0007155|GO:0006928|GO:0030866|GO:0048261|GO:0030838|GO:0090004|GO:0034394|GO:0015031|GO:0060998|GO:0051489|GO:0035020|GO:0031529|GO:0007264|GO:0016192|NP_001654.1|GO:0007049|GO:0033028|GO:0051301|GO:0097284	negative regulation of dendrite development|membrane organization|myelin sheath|protein localization to endosome|recycling endosome membrane|endosome|plasma membrane|membrane|thioesterase binding|midbody|cleavage furrow|endocytic vesicle|extracellular exosome|focal adhesion|liver development|early endosome|establishment of epithelial cell polarity|Small GTP-binding protein|ARF/SAR superfamily|cell cortex|filopodium membrane|Golgi apparatus|ruffle|GTP binding|GTPase activity|cell adhesion|movement of cell or subcellular component|cortical actin cytoskeleton organization|negative regulation of receptor-mediated endocytosis|positive regulation of actin filament polymerization|positive regulation of establishment of protein localization to plasma membrane|protein localization to cell surface|protein transport|regulation of dendritic spine development|regulation of filopodium assembly|regulation of Rac protein signal transduction|ruffle organization|small GTPase mediated signal transduction|vesicle-mediated transport|cell cycle|myeloid cell apoptotic process|cell division|hepatocyte apoptotic process
P55036	PSMD4	GO:0090090|GO:0090263|GO:0033209|GO:0038061|GO:0038095|GO:0043488|GO:0050852|R-HSA-202424|GO:0005634|GO:0043161|5GJQ|5GJR|5L4K|5T0C|5T0G|5T0H|5T0I|5T0J|R-HSA-1234176|R-HSA-382556|R-HSA-5678895|R-HSA-5689603|R-HSA-5689880|R-HSA-8854050|GO:0003723|GO:0010972|GO:0016579|GO:0031146|GO:0055085|GO:0061418|GO:0031593|GO:0043248|GO:0000165|GO:0000502|ENST00000368884|R-HSA-2871837|R-HSA-349425|R-HSA-350562|R-HSA-1169091|R-HSA-450408|R-HSA-4608870|R-HSA-4641257|R-HSA-4641258|R-HSA-5358346|R-HSA-5362768|R-HSA-5607761|R-HSA-5607764|R-HSA-5610780|R-HSA-5610783|R-HSA-5610785|R-HSA-5632684|R-HSA-5658442|R-HSA-5668541|R-HSA-5676590|R-HSA-5687128|R-HSA-68827|R-HSA-68949|R-HSA-69017|R-HSA-69229|R-HSA-69601|R-HSA-1236974|R-HSA-1236978|R-HSA-983168|R-HSA-174084|R-HSA-174113|R-HSA-174154|R-HSA-174178|R-HSA-174184|R-HSA-180534|R-HSA-180585|R-HSA-187577|R-HSA-195253|R-HSA-211733|R-HSA-2467813|ENSG00000159352|ENSP00000357879|GO:0002479|GO:0042802|GO:0002223|GO:0022624|R-HSA-69481|R-HSA-8852276|GO:0005829|GO:0005654|GO:0031145|GO:0051436|GO:0051437|GO:0000209|GO:0006521|NP_002801.1|IPR003903|IPR002035|1P9C|1P9D|1UEL|1YX4|1YX5|1YX6|2KDE|2KDF|IPR027040|GO:0060071|GO:0008540	negative regulation of canonical Wnt signaling pathway|positive regulation of canonical Wnt signaling pathway|tumor necrosis factor-mediated signaling pathway|NIK/NF-kappaB signaling|Fc-epsilon receptor signaling pathway|regulation of mRNA stability|T cell receptor signaling pathway|nucleus|proteasome-mediated ubiquitin-dependent protein catabolic process|RNA binding|negative regulation of G2/M transition of mitotic cell cycle|protein deubiquitination|SCF-dependent proteasomal ubiquitin-dependent protein catabolic process|transmembrane transport|regulation of transcription from RNA polymerase II promoter in response to hypoxia|polyubiquitin binding|proteasome assembly|MAPK cascade|proteasome complex|antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent|identical protein binding|stimulatory C-type lectin receptor signaling pathway|proteasome accessory complex|cytosol|nucleoplasm|anaphase-promoting complex-dependent catabolic process|negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle|positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition|protein polyubiquitination|regulation of cellular amino acid metabolic process|Ubiquitin interacting motif|von Willebrand factor, type A|Wnt signaling pathway, planar cell polarity pathway|proteasome regulatory particle, base subcomplex
Q99547	MPHOSPH6	GO:0005654|GO:0006364|R-HSA-6791226|ENST00000258169|ENSG00000135698|ENSP00000258169|GO:0005737|GO:0000178|GO:0005730|GO:0003723|GO:0000460|NP_005783.2|IPR019324|GO:0005634	nucleoplasm|rRNA processing|cytoplasm|exosome|nucleolus|RNA binding|maturation of 5.8S rRNA|nucleus
Q13330	MTA1	GO:0016925|R-HSA-3232118|GO:0005829|4BKX|GO:0004407|5FXY|5ICN|R-HSA-427389|ENST00000331320|ENST00000405646|ENST00000438610|4PBY|4PBZ|4PC0|ENSG00000182979|ENSP00000333633|ENSP00000384180|ENSP00000393438|R-HSA-3214815|R-HSA-73762|GO:0001046|GO:0001047|GO:0003713|GO:0003714|GO:0005635|GO:0005874|GO:0006302|GO:0006351|GO:0010212|GO:0032496|GO:0032922|GO:0040029|GO:0043153|GO:0043161|GO:0045475|GO:0050727|GO:1902499|GO:0001103|GO:0005654|GO:0003682|GO:0003700|GO:0008270|GO:0007165|NP_001190187.1|NP_004680.2|IPR001025|IPR000949|IPR009057|IPR001005|IPR017884|IPR000679|GO:0005737|GO:0043231|GO:0005634	protein sumoylation|cytosol|histone deacetylase activity|core promoter sequence-specific DNA binding|core promoter binding|transcription coactivator activity|transcription corepressor activity|nuclear envelope|microtubule|double-strand break repair|transcription, DNA-templated|response to ionizing radiation|response to lipopolysaccharide|circadian regulation of gene expression|regulation of gene expression, epigenetic|entrainment of circadian clock by photoperiod|proteasome-mediated ubiquitin-dependent protein catabolic process|locomotor rhythm|regulation of inflammatory response|positive regulation of protein autoubiquitination|RNA polymerase II repressing transcription factor binding|nucleoplasm|chromatin binding|transcription factor activity, sequence-specific DNA binding|zinc ion binding|signal transduction|Bromo adjacent region|ELM2|Homeodomain-like|SANT, DNA-binding|Zinc finger, GATA-type|cytoplasm|intracellular membrane-bounded organelle|nucleus
O75582	RPS6KA5	NP_001309164.1|NP_001309166.1|GO:0004672|GO:0005634|GO:0006355|GO:0006468|GO:0016572|GO:0035556|GO:0043990|GO:0043987|GO:0043988|GO:0001818|GO:0045892|GO:0032793|GO:0051092|ENST00000536315|ENST00000614987|R-HSA-198753|R-HSA-199920|R-HSA-375165|R-HSA-437239|R-HSA-5621575|GO:0002223|GO:0006954|ENST00000418736|ENSG00000100784|ENSP00000402787|ENSP00000442803|ENSP00000479667|IPR000961|IPR011009|IPR017892|IPR000719|IPR017441|IPR016239|IPR008271|1VZO|3KN5|3KN6|GO:0005737|GO:0005654|GO:0005524|GO:0000287|GO:0004674|GO:0007411|GO:0007173|GO:0070498|GO:0035066|GO:0033129|GO:0045944|NP_004746.2|NP_872198.1|O75582|9252	protein kinase activity|nucleus|regulation of transcription, DNA-templated|protein phosphorylation|histone phosphorylation|intracellular signal transduction|histone H2A-S1 phosphorylation|histone H3-S10 phosphorylation|histone H3-S28 phosphorylation|negative regulation of cytokine production|negative regulation of transcription, DNA-templated|positive regulation of CREB transcription factor activity|positive regulation of NF-kappaB transcription factor activity|stimulatory C-type lectin receptor signaling pathway|inflammatory response|Protein kinase, C-terminal|Protein kinase-like|Protein kinase, core|Protein kinase ATP binding, conserved site|Ribosomal protein S6 kinase II|Serine/threonine protein kinase, active site|cytoplasm|nucleoplasm|ATP binding|magnesium ion binding|protein serine/threonine kinase activity|axon guidance|epidermal growth factor receptor signaling pathway|interleukin-1-mediated signaling pathway|positive regulation of histone acetylation|positive regulation of histone phosphorylation|positive regulation of transcription from RNA polymerase II promoter|identity
